Recipe ID;Recipe Name;Recipe Photo;Total Reviews;Author;Prep Time;Cook Time;Total Time;Ingredients;Total Ingredients;Description
17208;Chicken Stroganoff II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/48320.jpg;19;Melinda;5 m;25 m;30 m;vegetable oil,onion,mushroom,chicken,garlic,noodle,sour cream,tomato,pepper;9;Heat oil in a large skillet over medium heat. Saute onions until soft, then add mushrooms, chicken and garlic powder and stir together. Saute 15 to 20 minutes, or until chicken is cooked through and juices run clear.**Meanwhile, bring a large pot of salted water to a boil. Add noodles and boil for 8 to 10 minutes, or until al dente. Drain, return noodles to pot and set aside.**Mix sour cream and soup together in a medium bowl, then add to chicken mixture. Heat through, then add to noodles and stir all together. Season with salt and pepper to taste and serve hot.**
17221;Pumpkin Muffins I Recipe ;https://images.media-allrecipes.com/userphotos/560x315/3106905.jpg;22;Veronica;20 m;20 m;40 m;flour,salt,nutmeg,pumpkin,brown sugar,raisin,egg,vegetable oil,pumpkin,milk;10;Preheat oven to 375 degrees F (190 degrees C).  Grease muffin cups or line with paper muffin liners.**Sift the flour, salt, nutmeg, and pumpkin pie spice into a medium size mixing bowl. Stir in the brown sugar and the sultana raisins. In another bowl, stir together the egg, oil, pumpkin and milk, add to the dry ingredients and mix until just blended. Fill prepared muffin cups 3/4 full.**Bake at 375 degrees F (190 degrees C) for 18 to 20 minutes or until a toothpick stuck into the center of a muffin comes out clean.**
17233;Spicy Oatmeal Cookies Recipe ;https://images.media-allrecipes.com/userphotos/560x315/336188.jpg;62;Sue;15 m;15 m;30 m;flour,white sugar,baking soda,salt,nutmeg,cinnamon,shortening,egg,banana,oat;10;Preheat the oven to 400 degrees F (200 degrees C).**In a large bowl, stir together the flour, sugar, baking soda, salt, nutmeg and cinnamon. Cut in the shortening, until the mixture appears mealy. Stir in the egg, mashed banana and oatmeal until well blended. Drop by rounded spoonfuls onto an unprepared cookie sheet.**Bake for 8 to 10 minutes in the preheated oven. Remove from baking sheet to cool on wire racks.**
17241;Biscotti Recipe ;https://images.media-allrecipes.com/userphotos/560x315/150026.jpg;829;JANDEE;15 m;25 m;40 m;vegetable oil,white sugar,flour,egg,baking powder,anise;6;Preheat the oven to 375 degrees F (190 degrees C). Grease cookie sheets or line with parchment paper.**In a medium bowl, beat together the oil, eggs, sugar and anise flavoring until well blended. Combine the flour and baking powder, stir into the egg mixture to form a heavy dough. Divide dough into two pieces. Form each piece into a roll as long as your cookie sheet. Place roll onto the prepared cookie sheet, and press down to 1/2 inch thickness.**Bake for 25 to 30 minutes in the preheated oven, until golden brown. Remove from the baking sheet to cool on a wire rack. When The cookies are cool enough to handle, slice each one crosswise into 1/2 inch slices. Place the slices cut side up back onto the baking sheet. Bake for an additional 6 to 10 minutes on each side. Slices should be lightly toasted.**
17242;Nacho Dip I Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1079935.jpg;43;Monica;10 m;X;10 m;cream cheese,sour cream,taco,salsa,lettuce,cheddar;6;Combine the softened cream cheese, sour cream and taco seasoning on a large plate or in a pie plate.  Spread the salsa on top of the cream cheese-sour cream mixture.  Top with lettuce and cheddar cheese.**
17251;Broccoli Cheese Cornbread Recipe ;https://images.media-allrecipes.com/userphotos/560x315/3866825.jpg;63;MARBALET;10 m;30 m;40 m;egg,broccoli,cottage cheese,onion,butter,cornmeal,salt;7;Preheat oven to 400 degrees F (200 degrees C). Lightly grease an 11x7 inch baking pan.**In a large mixing bowl, combine cornmeal mix and salt. In a separate bowl, mix together eggs, cottage cheese, onion and butter. Stir the egg and cheese mixture into the flour mixture. Fold in the broccoli. Pour batter into prepared pan.**Bake in preheated oven for 30 minutes, or until a toothpick inserted into the center of the pan comes out clean.**
17253;USMC SOS Recipe ;https://images.media-allrecipes.com/userphotos/250x250/66598.jpg;74;flossi;10 m;20 m;30 m;ground beef,butter,flour,beef,milk,pepper;6;Brown the ground beef in a medium skillet over medium-high heat, until meat is no longer pink. Drain excess fat and set aside.**Melt the butter or margarine in a medium saucepan over medium heat. Slowly add the flour, stirring constantly, to form a brown roux.**Pour in beef broth and milk, mixing well. Add ground beef, then season with salt and pepper to taste.**
17254;Healthier Chicken a la King Recipe ;https://images.media-allrecipes.com/userphotos/250x250/990348.jpg;4;sal;5 m;15 m;20 m;onion,flour,salt,milk,chicken,boil,spinach,onion;8;Place onion in a medium saucepan over low heat and sprinkle with flour and salt. Stir together and add milk. Bring to a boil and cook until thickened.**Mix in chicken, egg and spinach. Heat through and serve.**
17255;Pasta with Arugula Pesto Recipe ;https://images.media-allrecipes.com/userphotos/560x315/605663.jpg;14;Jessica;25 m;X;25 m;walnut,garlic,arugula,basil,olive,parmesan,salt,pepper,pasta;9;Combine the walnuts, garlic, arugula, and cilantro or basil in a food processor or blender. Whirl them just until they are coarsely chopped. While the machine is running, add the olive oil in a thin stream. Transfer the pesto to a bowl. (At this point the pesto can be frozen. Thaw it before proceeding.)**Stir the Parmesan cheese, salt, and cayenne into the pesto**Bring a large pot of salted water to a boil. Add the pasta, and cook it, stirring occasionally, until it is just tender. Drain the pasta, return it to the empty pot, and toss it with the pesto, adding a tablespoon or two of water if necessary to distribute the pesto evenly.**Transfer the pasta to a serving bowl or to individual plates, garnish with additional Parmesan cheese and serve.**
17261;Ukha (Russian Fish Soup) Recipe ;https://images.media-allrecipes.com/userphotos/560x315/4429628.jpg;31;Byakin;X;30 m;30 m;water,potato,onion,parsley,cod,lemon juice,pepper;7;Put water in a large saucepan and bring to a boil over high heat. Add the potatoes, onion and parsley. Heat for 10 to 15 minutes and add the fish. Heat for 10 more minutes, then squeeze in lemon juice and season with salt and pepper to taste.**
17264;Tangy Mediterranean Tuna Salad Recipe ;https://images.media-allrecipes.com/userphotos/250x250/683154.jpg;9;Jerry;10 m;X;10 m;olive,garlic,capers,olive,water,lemon juice;6;Combine the olives, garlic and capers in an electric food processor, and process to form a paste.  With the motor still running, slowly add the olive oil through the feed tube and blend thoroughly.  Then add the tuna and lemon juice, and continue processing until smooth.**
17268;Yogurt Chicken Curry Recipe ;https://images.media-allrecipes.com/userphotos/250x250/783765.jpg;27;Patt;5 m;20 m;25 m;chicken,water,pepper,yogurt,curry;5;Place chicken and water in a medium saucepan and simmer over medium low heat for about 15 minutes, until chicken is cooked through and no longer pink inside.**When water is almost reduced, season chicken with salt and pepper to taste. In a small bowl, combine yogurt and curry powder and mix together. Stir this mixture into saucepan until all chicken pieces are coated, then simmer for another 5 minutes to heat through and marinate.**
17269;Chocolate Drop Cookies II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/4576731.jpg;16;AMY1028;15 m;10 m;30 m;flour,baking soda,salt,cocoa powder,margarine,white sugar,egg,vanilla,milk,marshmallow,sugar,cocoa powder,salt,margarine,whipping cream;15;'Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. Sift together the flour, baking soda, salt and cocoa, set aside.**In a large bowl, cream together the margarine and sugar until light and fluffy. Beat in the egg, then stir in the vanilla and milk. Gradually stir in the dry ingredients until well blended. Drop by rounded spoonfuls onto the prepared cookie sheet.**Bake for 8 minutes in the preheated oven. Cut the large marshmallows into halves. When the cookies come out of the oven, press one piece of marshmallow into the top of each one. Return the cookies to the hot oven for an additional 2 minutes. Cool on baking sheets for a few minutes before removing to wire racks to cool completely.**In a medium bowl, combine the confectioners'' sugar, cocoa and salt. Beat in the softened margarine and heavy cream until icing is smooth. Frost cooled cookies.**'
17270;Cornflake Slice Recipe ;https://images.media-allrecipes.com/userphotos/560x315/4477380.jpg;27;Rob Thompson;15 m;X;35 m;butter,marshmallow,almond,coconut,cereal;5;Combine the butter and marshmallows in a medium saucepan. Cook over medium heat, stirring occasionally, until melted. Stir in the toasted almonds and cornflakes. Press into a 9x13 inch baking pan and let sit for 1/2 hour. Cut into squares and enjoy!**
17272;California Sherry Chicken Recipe ;https://images.media-allrecipes.com/userphotos/560x315/4013300.jpg;141;Nikki;10 m;20 m;30 m;chicken,flour,salt,black pepper,olive,sherry,chicken broth,garlic,lemon,carrot,zucchini;11;Place chicken in a resealable plastic bag with flour, salt, and pepper. Seal bag and shake to coat. Remove chicken from bag, shaking off excess flour.**Heat oil in a large skillet over medium high heat. Brown chicken on each side for about 5 minutes, or until golden. Remove from skillet and set aside.**In same skillet combine sherry, broth, garlic and a squeeze of lemon and bring to a boil. Return chicken to skillet, reduce heat to low and simmer for 15 to 20 minutes, or until chicken is cooked through and no longer pink inside.**In the meantime, saute carrots and zucchini in a separate medium skillet until they are tender. Add to simmering chicken and sauce and heat through before serving.**
17275;Chocolate Chip Marble Cookies Recipe ;https://images.media-allrecipes.com/userphotos/250x250/137363.jpg;9;QUISPER;15 m;12 m;30 m;shortening,water,white sugar,brown sugar,egg,vanilla,flour,baking soda,cocoa powder,chocolate;10;Preheat oven to 350 degrees F (175 degrees C).**In a large bowl, cream together the shortening, water, white sugar and brown sugar until light and fluffy. Add the eggs one at a time, beating well with each addition, then stir in the vanilla. Combine the flour and baking soda, stir into the creamed mixture. Fold in the chocolate chips, then fold in the cocoa powder last to create a marbled effect. Drop by rounded spoonfuls onto a cookie sheet.**Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.**
17276;Tasty Cabbage Salad Recipe ;https://images.media-allrecipes.com/userphotos/560x315/4484458.jpg;7;Leesa;10 m;X;10 m;vegetable oil,vinegar,salt,black pepper,sodium,white sugar,2 (16 ounce) packages shredded coleslaw mix,chicken,noodle;9;In a medium bowl, whisk together the oil, vinegar, salt, pepper, monosodium glutamate and sugar.**In a large bowl, combine the coleslaw, chicken and noodles. Add dressing, and mix together well. Refrigerate until chilled and serve.**
17279;International Pancakes Recipe ;https://images.media-allrecipes.com/userphotos/560x315/703832.jpg;41;SAUNDRA;5 m;15 m;20 m;flour,white sugar,baking powder,salt,egg,buttermilk,vegetable oil;7;Heat a lightly oiled griddle or frying pan over medium high heat.**In a large bowl, combine flour, sugar, baking powder and salt. Stir in egg, buttermilk and oil until mixture is smooth.**Pour the batter by spoonfuls into the hot pan, forming 5 inch circles. When the edges appear to harden, flip the pancakes. Cook on both sides until golden brown. Serve hot.**
17291;White Chocolate, Chocolate Cookies Recipe ;https://images.media-allrecipes.com/userphotos/560x315/2610367.jpg;512;Amy;25 m;10 m;35 m;butter,white sugar,brown sugar,egg,cocoa powder,flour,baking soda,chocolate;8;Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.**In a large bowl, cream together the butter, brown sugar and white sugar until light and fluffy. Add the eggs one at a time, beating well with each addition. Combine the cocoa, flour, and baking soda, gradually stir into the creamed mixture. Finally, fold in white chocolate chips. Drop by rounded spoonfuls onto the prepared cookie sheets.**Bake for 8 to 10 minutes in the preheated oven, until puffy but still soft. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.**
17303;Taco Pie Recipe ;https://images.media-allrecipes.com/userphotos/560x315/144650.jpg;1k;Stephanie;20 m;10 m;30 m;crescent roll,ground beef,taco,sour cream,cheese,tortillas;6;Preheat oven to 350 degrees F (175 degrees C).**Lay crescent dough flat on the bottom of a square cake pan and bake according to package directions.**Meanwhile, brown the ground beef in a large skillet over medium high heat. Add the taco seasoning and stir together well. When dough is done, remove from oven and place meat mixture on top, then layer with sour cream and cheese, and then top off with the crushed nacho chips.**Return to oven and bake at 350 degrees F (175 degrees C) for 10 minutes, or until cheese has melted.**
17307;Plantation Ham Cakes Recipe ;https://images.media-allrecipes.com/userphotos/560x315/2464048.jpg;15;Barbara J. Morgan;10 m;10 m;20 m;ham,onion,broccoli,egg,anise,basil,garlic,salt,black pepper,cornmeal,cheese,olive;12;In a large bowl combine the ground ham, onion, broccoli and beaten eggs. Mix with hands for 1 full minute, or until eggs are evenly absorbed into meat.**Sprinkle anise seed, basil, garlic, salt, pepper, cornmeal and cheese over meat mixture and mix again with hands for 1 full minute, until all ingredients are evenly distributed.**Heat oil in a large skillet over medium heat. Scoop about 3 ounces of ham mixture into hands and form patties about 1/2 inch thick. Lay patties in skillet and cook for 3 to 5 minutes each side, or until browned. Drain on paper towels. Repeat until all of the mixture has been used, then serve hot.**
17309;Bahama Mama Recipe ;https://images.media-allrecipes.com/userphotos/250x250/611509.jpg;134;THALL;5 m;X;5 m;rum,coconut,1/2 fluid ounce grenadine syrup,orange juice,apple juice,ice;6;'Combine regular rum, rum with coconut flavoring, grenadine, orange juice, pineapple juice and crushed ice in an electric blender. Blend until the drink''s consistency is slushy.**'
17310;Trail Mix Recipe ;https://images.media-allrecipes.com/images/79591.png;5;NESTLE® TOLL HOUSE®;5 m;X;5 m;fruit,nut,chocolate;3;COMBINE dried fruit, nuts and chocolate-covered raisins in large bowl. Store in airtight container.**
17312;Dishpan Cookies III Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1076800.jpg;8;Fran;10 m;12 m;30 m;vegetable oil,brown sugar,white sugar,egg,vanilla,flour,baking soda,salt,oat,cereal,chocolate;11;Preheat the oven to 325 degrees F (165 degrees C).**In a medium bowl,  stir together the oil, brown sugar and white sugar until smooth. Mix in the egg and vanilla. Combine the flour, baking soda and salt, stir into the sugar mixture. Fold in the oats, cornflakes and chocolate chips. Drop by rounded spoonfuls onto a cookie sheet.**Bake for 8 to 12 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.**
17334;Broccoli Bites Recipe ;https://images.media-allrecipes.com/userphotos/560x315/24971.jpg;89;Kristen;10 m;10 m;20 m;mustard,honey,broccoli,cheddar,egg,milk,flour,baking powder,salt,vegetable oil,vegetable oil;11;To make the sauce: In a small bowl, stir together the mustard and honey. Set aside.**Chop florets into small pieces or pulse lightly in food processor. Toss in a mixing bowl with shredded cheese. Set aside.**Beat egg and stir in the milk. Sift flour, baking powder, and salt together and combine them with the egg and milk mixture, beating well. Beat in 1/2 teaspoon oil as well. Pour mixture over broccoli and cheese and toss to coat well.**In a large skillet or saucepan heat oil to 375 degrees F (190 degrees C).**Drop broccoli mixture by spoonfuls into 375 degrees F (190 degrees C) oil and fry until golden brown. Serve with honey mustard sauce.**
17335;Butter Cream Frosting II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1041200.jpg;611;Kris;20 m;X;20 m;margarine,shortening,salt,vanilla,sugar,milk;6;'In a large bowl, cream margarine and shortening until light and fluffy. Add salt, vanilla, confectioners'' sugar and milk. Beat well.**'
17341;Ham and Pineapple Couscous Salad Recipe ;https://images.media-allrecipes.com/userphotos/560x315/23199.jpg;15;Julie Stutzman;20 m;5 m;25 m;water,butter,garlic,couscous,ham,pineapple,onion,pea,lemon juice,mustard,vegetable oil,pepper;12;In a large saucepan, bring water, butter and garlic powder to a boil. Turn off heat and stir in couscous.  Cover and let stand for 5 minutes. Fluff with a fork and let cool.**In a large bowl, mix together couscous, ham, pineapple, onion and drained peas**In a small bowl whisk together 1/4 cup reserved pineapple juice, lemon juice, Dijon-style mustard and vegetable oil. Pour dressing over the salad and stir to coat. Salt and pepper to taste.**
17346;Aussie Lime Pie Recipe ;https://images.media-allrecipes.com/userphotos/560x315/6042824.jpg;45;Louise Griffin;15 m;20 m;35 m;oat,coconut,flour,white sugar,butter,corn syrup,baking soda,milk,lime juice,egg,lemon;11;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9 inch glass pie pan.**In a medium bowl, mix together oats, coconut, flour, and sugar. In a separate bowl, mix together melted butter or margarine, corn syrup, and baking soda until frothy. Add corn syrup mixture to oat mixture and stir until ingredients are thoroughly combined. Press mixture evenly into bottom and sides of pie pan.**In a medium mixing bowl, combine condensed milk, lime juice, egg yolks, and lemon rind. Beat on medium speed 1 minute. Pour mixture into pie crust.**Bake in preheated oven for 20 minutes, until firm in center. Do not allow to brown on top. Chill before serving.**
17347;Broccoli Salad V Recipe ;https://images.media-allrecipes.com/userphotos/250x250/53275.jpg;29;ROCKETTE;20 m;X;20 m;bacon,broccoli,grape,green onion,salad dressing,tarragon,almond,raisin;8;Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside.**In a large bowl combine the broccoli, grapes and onions.**Whisk the creamy salad dressing and vinegar together. Toss with broccoli mixture and chill. Just before serving toss with bacon, almonds and raisins.**
17348;Chocolate Butter Cream II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/5442454.jpg;34;ROBF222;10 m;X;10 m;cocoa powder,sugar,butter,milk;4;In a large bowl, beat butter until smooth with electric blender. Slowly beat in powdered sugar 1/3 cup at a time. Add milk. Beat in cocoa.  Refrigerate until ready to use.**
17359;Egg Salad in Squash Boats Recipe ;https://images.media-allrecipes.com/userphotos/560x315/3694396.jpg;5;Rosemary Johnson;15 m;1 m;20 m;yellow squash,egg,celery,bell pepper,olive,cheddar,basil,dill,mayonnaise,pepper,salt;11;Bring a large pot of water to a boil over medium-high heat. Cut squash in half lengthwise. Remove and discard pulp. Blanch squash halves by putting in boiling water for about 30 seconds. Plunge squash in ice water to stop cooking.**In a medium bowl, combine chopped eggs, celery, red pepper, sliced green olives, shredded cheese, basil, dill and mayonnaise. Season with cayenne and seasoned salt. Mix well.**Spoon egg mixture into squash halves, mounding if necessary.  Cover with plastic wrap and refrigerate until chilled thoroughly.**
17361;Fluffy White Filling Recipe ;https://images.media-allrecipes.com/userphotos/560x315/3523963.jpg;29;janiebear925;30 m;X;30 m;butter,shortening,white sugar,milk,vanilla;5;In a large bowl, cream butter for 5 minutes. Add shortening and cream for another 5 minutes. Beat in sugar. Add evaporated milk and vanilla. Beat until very light and fluffy.**
17362;Camotes al Horno (Baked Yams) Recipe ;https://images.media-allrecipes.com/userphotos/250x250/528238.jpg;19;Alenita;10 m;10 m;20 m;6 small yams,butter,honey,white sugar;4;Preheat oven to 250 degrees F (120 degrees C).**Place yams in a large pot of lightly salted, boiling water and cook for about 10 minutes, or until tender. Drain.**Arrange the yams in a lightly greased 9x13 inch baking dish. Cut a slit down the middle of each one and dab 1 tablespoon of butter in each.**Bake in the preheated oven for 5 to 10 minutes, or until golden. Spoon 1 teaspoon honey into each yam, sprinkle each with sugar and serve.**
17366;Salted Peanut Rolls Recipe ;https://images.media-allrecipes.com/images/79591.png;7;Kris;15 m;X;35 m;peanut,peanut butter,marshmallow,milk;4;Spread 3 cups of the chopped peanuts into the bottom of a glass 9x13 inch pan. Melt peanut butter chips in the microwave or in a saucepan over low heat. Remove from heat and stir in the marshmallow cream and condensed milk. Pour over layer of peanuts, then sprinkle the remaining 1 cup peanuts over top. Chill until set, then cut into bars.**
17374;'Janet''s Appetizer Recipe ';https://images.media-allrecipes.com/userphotos/560x315/2024462.jpg;13;CELANE47;10 m;2 m;12 m;mayonnaise,onion,cheddar,crab,mustard,garlic,bread,pepper;8;'Preheat your oven''s broiler.**In a medium bowl, stir together mayonnaise, onion, cheddar, crabmeat, mustard, and garlic powder.**Arrange bread slices on a cookie sheet. Place 1 tablespoon of the mixture on each slice. Sprinkle the bread slice liberally with lemon pepper spice (this is the key ingredient, so don''t be shy with the spice!).**Broil for less than two minutes.**'
17376;Beef and Brew Recipe ;https://images.media-allrecipes.com/userphotos/560x315/4420187.jpg;12;Jill M.;5 m;30 m;35 m;butter,mushroom,beer,water,bay leaf,thyme,black pepper,salt,steak,onion,bell pepper,bell pepper,flour;13;Melt the butter in a large saucepan over medium heat. Add the mushrooms and saute for 5 minutes, or until they are dark brown and tender. Add the beer, 1/2 cup water, bay leaf, thyme, ground black pepper and salt.**Add the meat, onions, green bell pepper and red bell pepper. Simmer for another 20 minutes, or until beef is tender. Remove bay leaf.**In a separate small bowl, combine the flour and remaining 1/4 cup water. Mix well, making sure the flour is completely dissolved. Stir this mixture into the meat mixture. Cook until thickened and bubbly, then cook for 3 minutes more.**
17379;Coffee Butter Frosting Recipe ;https://images.media-allrecipes.com/userphotos/560x315/4477785.jpg;167;GINGER P;5 m;X;10 m;sugar,cocoa powder,margarine,coffee;4;In a small bowl, stir together the confectioners sugar and cocoa powder. In another bowl, beat the butter until creamy, gradually beat in the sugar mixture, being sure to scrape the bottom of the bowl, occasionally. Finally stir in the coffee, and beat until smooth.**
17380;Meringue II Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1082121.jpg;179;SAUNDRA;15 m;X;20 m;water,white sugar,cornstarch,egg,cream,salt,vanilla,white sugar;8;In a small saucepan, combine water, 2 tablespoons sugar, and cornstarch. Cook over low heat until clear, stirring constantly. Remove from heat.**In a large glass or metal bowl, beat egg whites, cream of tartar, and salt until mixture is foamy. Mix in vanilla, then gradually add the 6 tablespoons sugar, beating constantly until meringue forms soft peaks. Gradually pour in cornstarch mixture, beating until stiff. Spread over top of pie and seal to the crust. Brown in oven if desired.**
17382;Cake Mix Cookies VI Recipe ;https://images.media-allrecipes.com/userphotos/250x250/240132.jpg;104;Fran;10 m;8 m;20 m;egg,water,margarine,peanut butter,cake,chocolate;6;Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets.**In a large bowl, cream together the eggs, water, margarine and peanut butter. Stir in the cake mix and blend well. Finally, fold in chocolate chips. Drop by rounded spoonfuls onto the prepared cookie sheet.**Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely.**
17394;Chocolate Amaretto Frosting Recipe ;https://images.media-allrecipes.com/userphotos/560x315/603076.jpg;13;Andi;15 m;X;25 m;chocolate,amaretto,butter;3;In a saucepan over low heat, combine chopped chocolate and amaretto. Stir constantly until the chocolate is almost melted, then remove from the heat and continue to stir until the chocolate is completely melted. Beat in the butter, one piece at a time until smooth. Refrigerate until frosting is of a spreadable consistency.**
17398;'Grandma''s Moist Cake Recipe ';https://images.media-allrecipes.com/userphotos/560x315/1009222.jpg;206;Patricia Taylor;20 m;20 m;40 m;butter,white sugar,egg,flour,milk,vanilla;6;Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 8 inch pans.**In a medium bowl, cream together the butter and sugar. Beat in the eggs, one at a time. Combine the milk and vanilla, add alternately to the creamed mixture with the flour, ending with the flour. Mix only as much as necessary. Pour into the prepared pans.**Bake for 15 to 20 minutes in the preheated oven. Cake will pull away from the sides of the pan slightly when done. Allow cakes to cool in the pans for a few minutes before removing to wire racks to cool completely.**
17407;Kabob Marinade Recipe ;https://images.media-allrecipes.com/userphotos/250x250/12366.jpg;343;Jon;15 m;X;15 m;vegetable oil,soy sauce,lemon juice,worcestershire sauce,mustard,black pepper,garlic,meat;8;In a large resealable plastic bag, combine the oil, soy sauce, lemon juice, Worcestershire sauce, mustard, ground black pepper, garlic, and meat tenderizer. Mix well, and add your favorite meat. Seal the bag, and marinate in the refrigerator for 4 to 24 hours.**
17411;'Blueberries n'' Cheese Squares Recipe ';https://images.media-allrecipes.com/userphotos/560x315/1113363.jpg;51;BIRDIEF;30 m;X;30 m;ham,butter,cream cheese,milk,sugar,blueberry,whipping cream,white sugar,vanilla;9;In a small bowl, stir together the graham cracker crumbs and butter. Set aside 1/2 cup for topping, and press the rest of the crumbs into the bottom of a 7x11 inch baking pan. Set aside to chill in the refrigerator.**In a small bowl, beat the cream cheese, sugar and milk until smooth. Spread evenly over the chilled crumb layer. Spread the pie filling over the cream  cheese layer, and chill while preparing the whipped cream. In a chilled bowl, whip the heavy cream, sugar and vanilla until stiff, spread over the top of the blueberry layer. Sprinkle the top with the remaining graham cracker crumb mixture and keep chilled until serving time.**
17426;Firecracker Burgers Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1031717.jpg;65;MOLSON7;15 m;10 m;25 m;ground beef,chili,beef,monterey jack;4;Preheat grill for high heat.**In a medium bowl, mix the beef, diced green chilies, and bouillon. Shape into 4 patties.**Lightly oil the grill grate. Grill patties 5 minutes per side, or until well done. Top each patty with cheese about 2 minutes prior to removing from grill.**
17428;'Linnie''s Spanish Rice Recipe ';https://images.media-allrecipes.com/userphotos/560x315/1010238.jpg;121;Linda Correia;X;30 m;30 m;rice,garlic,water,salsa;4;Combine the rice with the garlic in a large saucepan. Pour water and salsa into the rice mixture. Bring the water to a full boil and then reduce the temperature to simmer. Simmer for 20 minutes or until the rice is tender. Fluff the rice when finished.**
17435;Homemade Horseradish Recipe ;https://images.media-allrecipes.com/userphotos/560x315/5592124.jpg;86;BOOK_WORM;5 m;X;5 m;horseradish,vinegar,white sugar,salt;4;In an electric food processor or blender, process horseradish root, vinegar, sugar and salt. Carefully remove the cover of the processor or blender, keeping your face away from the container. Cover and store the horseradish in the refrigerator.**
17443;Tofu Chocolate Pudding Recipe ;https://images.media-allrecipes.com/userphotos/560x315/822782.jpg;105;Jenni;10 m;X;10 m;chocolate,water,tofu,milk,vanilla;5;Melt the chocolate with water in a heavy saucepan or double boiler.**In an electric blender or food processor, combine tofu with the melted chocolate, milk, and vanilla extract. Process until the mixture is smooth. Chill for approximately one hour, and serve!**
17445;Grilled Asparagus Recipe ;https://images.media-allrecipes.com/userphotos/560x315/1014212.jpg;589;Larry Lampert;15 m;3 m;18 m;asparagus,olive,pepper;3;Preheat grill for high heat.**Lightly coat the asparagus spears with olive oil. Season with salt and pepper to taste.**Grill over high heat for 2 to 3 minutes, or to desired tenderness.**
17446;'Hugh''s Dry Rub Recipe ';https://images.media-allrecipes.com/userphotos/250x250/213367.jpg;227;Hugh;15 m;X;15 m;paprika,pepper,black pepper,garlic,onion,salt,oregano,thyme;8;In a medium bowl, combine the paprika, cayenne pepper, ground black pepper, garlic powder, onion powder, salt, oregano, and thyme. Mix well, and store in a cool, dry place in an airtight container.**
17457;Easiest Lemony Pound Cake Recipe ;https://images.media-allrecipes.com/userphotos/560x315/818409.jpg;20;sal;10 m;30 m;40 m;cake,lemon,egg,butter,water,applesauce;6;Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 9 inch springform pan.**In a medium bowl, stir together the cake mix and instant pudding. Add the eggs, butter, water and applesauce, mix with an electric mixer until smooth. Pour batter into the prepared pan.**Bake for 30 to 35 minutes in the preheated oven, until a toothpick inserted comes out clean. Let cake cool in the pan for 10 minutes before removing from pan to cool on a wire rack.**
17458;Minute Tomato Soup with Tortellini Recipe ;https://images.media-allrecipes.com/userphotos/560x315/3442571.jpg;82;STACEYO;X;20 m;20 m;tomato,oregano,basil,parsley,black pepper,pasta;6;Prepare soup in a medium saucepan according to package directions. Add the oregano, basil, parsley and ground black pepper, stirring well, over medium heat. Simmer for 5 minutes, reduce heat to low and add the tortellini. Continue to simmer for 5 more minutes, or until tortellini is cooked.**
17459;'Todd''s Warm Shrimp Dip Recipe ';https://images.media-allrecipes.com/userphotos/560x315/4488209.jpg;8;Todd Berens;2 m;8 m;10 m;cream cheese,cream cheese,shrimp,worcestershire sauce,shrimp;5;In a large skillet, combine cream cheese, and cream cheese with chives. When the cheese has melted, mix in shrimp soup, Worcestershire sauce, and shrimp. Stir until the mixture is heated through.**
17460;Carrot Cake Bars Recipe ;https://images.media-allrecipes.com/userphotos/250x250/271184.jpg;41;Linda;10 m;20 m;30 m;white sugar,vegetable oil,egg,flour,baking soda,cinnamon,salt,carrot;8;Preheat oven to 350 degrees F (175 degrees C). Grease and flour a 10x15 inch jelly roll pan. Sift together the flour, baking soda, cinnamon and salt. Set aside.**In a large bowl, beat sugar, oil and eggs until smooth. Mix in the flour mixture. Stir in the baby food carrots.**Spread batter into a 10x15 inch jelly roll pan. Bake in the preheated oven for 20 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool.**
17465;Honey Syrup Recipe ;https://images.media-allrecipes.com/userphotos/560x315/5499509.jpg;12;Denise;10 m;20 m;30 m;honey,water,lemon juice,lemon;4;In a small saucepan, combine the honey, water, lemon juice and lemon zest. Cook over medium heat stirring occasionally until boiling. Continue to boil until the mixture is reduced by a fourth. Pour warm syrup over cake and allow to sit for a few minutes before serving.**
